county,county_new,school,school_new
SEMINOLE,SEMINOLE,SEMINOLE SCIENCE CHARTER SCHOOL,SEMINOLE SCIENCE CHARTER SCHOOL
LAKE,LAKE,SEMINOLE SPRINGS ELEMENTARY,SEMINOLE SPRINGS ELEMENTARY SCHOOL
LAKE,LAKE,SEMINOLE SPRINGS ELEMENTARY SCHOOL,SEMINOLE SPRINGS ELEMENTARY SCHOOL
SEMINOLE,SEMINOLE,SEMINOLE STATE COLLEGE,SEMINOLE STATE COLLEGE OF FLORIDA
SEMINOLE,SEMINOLE,SEMINOLE STATE COLLEGE OF FLORIDA,SEMINOLE STATE COLLEGE OF FLORIDA
SEMINOLE,SEMINOLE,SEMINOLE STATE COLLEGE OF FLORIDA- OVIEDO CAMPUS,SEMINOLE STATE COLLEGE OF FLORIDA- OVIEDO CAMPUS
SEMINOLE,SEMINOLE,SEMINOLE STATE COLLEGE OF FLORIDA-OVIEDO,SEMINOLE STATE COLLEGE OF FLORIDA- OVIEDO CAMPUS
PALM BEACH,PALM BEACH,SEMINOLE TRAILS ELEMENTARY SCHOOL,SEMINOLE TRAILS ELEMENTARY SCHOOL
HILLSBOROUGH,HILLSBOROUGH,SERGEANT PAUL R SMITH MIDDLE SCHOOL,SERGEANT PAUL R SMITH MIDDLE SCHOOL
HILLSBOROUGH,HILLSBOROUGH,SESSUMS ELEMENTARY SCHOOL,SESSUMS ELEMENTARY SCHOOL
UNKNOWN,HILLSBOROUGH,SESSUMS ELEMENTARY SCHOOL,SESSUMS ELEMENTARY SCHOOL
UNKNOWN,PASCO,PASCO - SEVEN OAKS ELEMENTARY SCHOOL,SEVEN OAKS ELEMENTARY SCHOOL
PASCO,PASCO,SEVEN OAKS ELEMENTARY SCHOOL,SEVEN OAKS ELEMENTARY SCHOOL
CITRUS,CITRUS,SEVEN RIVERS CHRISTIAN SCHOOL,SEVEN RIVERS CHRISTIAN SCHOOL
PASCO,PASCO,SEVEN SPRINGS ELEMENTARY SCHOOL,SEVEN SPRINGS ELEMENTARY SCHOOL
PASCO,PASCO,SEVEN SPRINGS MIDDLE SCHOOL,SEVEN SPRINGS MIDDLE SCHOOL
PINELLAS,PINELLAS,SEVENTY-FOURTH ST. ELEMENTARY,SEVENTY-FOURTH ST. ELEMENTARY SCHOOL
BROWARD,BROWARD,SHA'AREI BINA TORAH ACADEMY FOR GIRLS,SHA'AREI BINA TORAH ACADEMY FOR GIRLS
WAKULLA,WAKULLA,SHADEVILLE ELEMENTARY SCHOOL,SHADEVILLE ELEMENTARY SCHOOL
CLAY,CLAY,SHADOWLAWN ELEMENTARY SCHOOL,SHADOWLAWN ELEMENTARY SCHOOL
COLLIER,COLLIER,SHADOWLAWN ELEMENTARY SCHOOL,SHADOWLAWN ELEMENTARY SCHOOL
MARION,MARION,SHADY HILL ELEMENTARY,SHADY HILL ELEMENTARY SCHOOL
MARION,MARION,SHADY HILL ELEMENTARY SCHOOL,SHADY HILL ELEMENTARY SCHOOL
PASCO,PASCO,SHADY HILLS ELEMENTARY SCHOOL,SHADY HILLS ELEMENTARY SCHOOL
OKALOOSA,OKALOOSA,SHALIMAR ELEMENTARY SCHOOL,SHALIMAR ELEMENTARY SCHOOL
UNKNOWN,MIAMI-DADE,SHALOM MONTESSORI SCHOOL,SHALOM MONTESSORI SCHOOL
HILLSBOROUGH,HILLSBOROUGH,SHAW ELEMENTARY SCHOOL,SHAW ELEMENTARY SCHOOL
HILLSBOROUGH,HILLSBOROUGH,SHEEHY ELEMENTARY SCHOOL,SHEEHY ELEMENTARY SCHOOL
DUVAL,DUVAL,SHEFFIELD ELEMENTARY SCHOOL,SHEFFIELD ELEMENTARY SCHOOL
POLK,POLK,SHELLEY S. BOONE MIDDLE SCHOOL,SHELLEY S. BOONE MIDDLE SCHOOL
MIAMI-DADE,MIAMI-DADE,SHELTON ACADEMY,SHELTON ACADEMY
UNKNOWN,MIAMI-DADE,SHELTON ACADEMY SCHOOL,SHELTON ACADEMY
MIAMI-DADE,MIAMI-DADE,SHENANDOAH ELEMENTARY SCHOOL,SHENANDOAH ELEMENTARY SCHOOL
ORANGE,ORANGE,SHENANDOAH ELEMENTARY,SHENANDOAH ELEMENTARY SCHOOL
MIAMI-DADE,MIAMI-DADE,SHENANDOAH MIDDLE SCHOOL,SHENANDOAH MIDDLE SCHOOL
MIAMI-DADE,MIAMI-DADE,SHEPHERD OF GOD CHRISTIAN ACADEMY CORP.,SHEPHERD OF GOD CHRISTIAN ACADEMY CORP.
BROWARD,BROWARD,SHEPHERD OF THE COAST,SHEPHERD OF THE COAST
BROWARD,BROWARD,SHERIDAN HILLS CHRISTIAN SCHOOL,SHERIDAN HILLS CHRISTIAN SCHOOL
BROWARD,BROWARD,SHERIDAN HILLS ELEMENTARY SCHOOL,SHERIDAN HILLS ELEMENTARY SCHOOL
BROWARD,BROWARD,SHERIDAN PARK ELEMENTARY SCHOOL,SHERIDAN PARK ELEMENTARY SCHOOL
BROWARD,BROWARD,SHERIDAN TECHNICAL COLLEGE,SHERIDAN TECHNICAL COLLEGE
BROWARD,BROWARD,SHERIDEN TECHNICAL COLLEGE,SHERIDAN TECHNICAL COLLEGE
BROWARD,BROWARD,SHERIDAN TECHNICAL HIGH SCHOOL,SHERIDAN TECHNICAL HIGH SCHOOL
BREVARD,BREVARD,SHERWOOD ELEMENTARY SCHOOL,SHERWOOD ELEMENTARY SCHOOL
ESCAMBIA,ESCAMBIA,SHERWOOD ELEMENTARY SCHOOL,SHERWOOD ELEMENTARY SCHOOL
MIAMI-DADE,MIAMI-DADE,SHEYES OF MIAMI LEARNING CENTER #3,SHEYES OF MIAMI LEARNING CENTER #3
HILLSBOROUGH,HILLSBOROUGH,SHIELDS MIDDLE SCHOOL,SHIELDS MIDDLE SCHOOL
ORANGE,ORANGE,SHINGLE CREEK ELEMENTARY,SHINGLE CREEK ELEMENTARY SCHOOL
OKALOOSA,OKALOOSA,SHOAL RIVER MIDDLE SCHOOL,SHOAL RIVER MIDDLE SCHOOL
PINELLAS,PINELLAS,SHORE ACRES ELEMENTARY SCHOOL,SHORE ACRES ELEMENTARY SCHOOL
HILLSBOROUGH,HILLSBOROUGH,SHORE ELEMENTARY MAGNET SCHOOL,SHORE ELEMENTARY SCHOOL MAGNET SCHOOL
PINELLAS,PINELLAS,SHORECREST PREPARATORY SCHOOL,SHORECREST PREPARATORY SCHOOL
BROWARD,BROWARD,SHOWERS OF BLESSINGS CHRISTIAN ACADEMY,SHOWERS OF BLESSINGS CHRISTIAN ACADEMY
HILLSBOROUGH,HILLSBOROUGH,SICKLES HIGH SCHOOL,SICKLES HIGH SCHOOL
ALACHUA,ALACHUA,SIDNEY LANIER CENTER,SIDNEY LANIER CENTER
MONROE,MONROE,SIGSBEE CHARTER SCHOOL,SIGSBEE CHARTER SCHOOL
MIAMI-DADE,MIAMI-DADE,SILVER BLUFF ELEMENTARY SCHOOL,SILVER BLUFF ELEMENTARY SCHOOL
BROWARD,BROWARD,SILVER LAKES ELEMENTARY SCHOOL,SILVER LAKES ELEMENTARY SCHOOL
BROWARD,BROWARD,SILVER LAKES MIDDLE SCHOOL,SILVER LAKES MIDDLE SCHOOL
BROWARD,BROWARD,SILVER PALMS ELEMENTARY SCHOOL,SILVER PALMS ELEMENTARY SCHOOL
BROWARD,BROWARD,SILVER RIDGE ELEMENTARY SCHOOL,SILVER RIDGE ELEMENTARY SCHOOL
MARION,MARION,SILVER RIVER MENTORING AND INSTRUCTION,SILVER RIVER MENTORING AND INSTRUCTION
VOLUSIA,VOLUSIA,SILVER SANDS MIDDLE SCHOOL,SILVER SANDS MIDDLE SCHOOL
OKALOOSA,OKALOOSA,SILVER SANDS SCHOOL,SILVER SANDS SCHOOL
OKALOOSA,OKALOOSA,SILVER SANDS-EXCEP. CHILDREN,SILVER SANDS-EXCEP. CHILDREN
BROWARD,BROWARD,SILVER SHORES ELEMENTARY SCHOOL,SILVER SHORES ELEMENTARY SCHOOL
BROWARD,BROWARD,SILVER TRAIL MIDDLE SCHOOL,SILVER TRAIL MIDDLE SCHOOL
MIAMI-DADE,MIAMI-DADE,SILVIA'S SCHOOL,SILVIA'S SCHOOL
HILLSBOROUGH,HILLSBOROUGH,SIMMONS CAREER CENTER,SIMMONS CAREER CENTER
LEE,LEE,SIX MILE CHARTER ACADEMY,SIX MILE CHARTER ACADEMY
SARASOTA,SARASOTA,SKY ACADEMY ENGLEWOOD,SKY ACADEMY ENGLEWOOD
SARASOTA,SARASOTA,SKY ACADEMY VENICE,SKY ACADEMY VENICE
PINELLAS,PINELLAS,SKYCREST CHRISTIAN SCHOOL,SKYCREST CHRISTIAN SCHOOL
PINELLAS,PINELLAS,SKYCREST ELEMENTARY SCHOOL,SKYCREST ELEMENTARY SCHOOL
LEE,LEE,SKYLINE ELEMENTARY SCHOOL,SKYLINE ELEMENTARY SCHOOL
PINELLAS,PINELLAS,SKYVIEW ELEMENTARY SCHOOL,SKYVIEW ELEMENTARY SCHOOL
HILLSBOROUGH,HILLSBOROUGH,SLAM ACADEMY AT APOLLO BEACH,SLAM ACADEMY AT APOLLO BEACH
MIAMI-DADE,MIAMI-DADE,SLAM ACADEMY HIGH SCHOOL NORTH CAMPUS,SLAM ACADEMY HIGH SCHOOL NORTH CAMPUS
PALM BEACH,PALM BEACH,SLAM ACADEMY HIGH SCHOOL PALM BEACH,SLAM ACADEMY HIGH SCHOOL PALM BEACH
PALM BEACH,PALM BEACH,SLAM BOCA,SLAM BOCA
UNKNOWN,MIAMI-DADE,SLAM SPORTS LEADERSHIP AND MANAGEMENT,SLAM SPORTS LEADERSHIP AND MANAGEMENT
POLK,POLK,SLEEPY HILL ELEMENTARY SCHOOL,SLEEPY HILL ELEMENTARY SCHOOL
POLK,POLK,SLEEPY HILL MIDDLE SCHOOL,SLEEPY HILL MIDDLE SCHOOL
HILLSBOROUGH,HILLSBOROUGH,SLIGH MIDDLE SCHOOL,SLIGH MIDDLE SCHOOL
UNKNOWN,PALM BEACH,SMALL WORLD ELEMENTARY SCHOOL,SMALL WORLD ELEMENTARY SCHOOL
DUVAL,DUVAL,SMART POPE LIVINGSTON ELEMENTARY,SMART POPE LIVINGSTON ELEMENTARY SCHOOL
MIAMI-DADE,MIAMI-DADE,SNAPPER CREEK ELEMENTARY SCHOOL,SNAPPER CREEK ELEMENTARY SCHOOL
JACKSON,JACKSON,SNEADS ELEMENTARY SCHOOL,SNEADS ELEMENTARY SCHOOL
JACKSON,JACKSON,SNEADS HIGH SCHOOL,SNEADS HIGH SCHOOL
MIAMI-DADE,MIAMI-DADE,SNOW WHITE THE SEVEN DWARFS SCHOOL,SNOW WHITE THE SEVEN DWARFS SCHOOL
SEMINOLE,SEMINOLE,SOCRATES PREPARATORY SCHOOL,SOCRATES PREPARATORY SCHOOL
POLK,POLK,SOCRUM ELEMENTARY SCHOOL,SOCRUM ELEMENTARY SCHOOL
MIAMI-DADE,MIAMI-DADE,SOL ACADEMY,SOL ACADEMY
CITRUS,CITRUS,SOLID ROCK CHRISTIAN ACADEMY,SOLID ROCK CHRISTIAN ACADEMY
LAKE,LAKE,SOLID ROCK CHRISTIAN SCHOOL,SOLID ROCK CHRISTIAN SCHOOL
PINELLAS,PINELLAS,SOLID ROCK COMMUNITY SCHOOL,SOLID ROCK COMMUNITY SCHOOL
POLK,POLK,SOLUTIONS ACADEMY,SOLUTIONS ACADEMY
BROWARD,BROWARD,SOMERSET ACADEMY,SOMERSET ACADEMY
UNKNOWN,MIAMI-DADE,MIAMI-DADE - SOMERSET ACADEMY AT SILVER PALMS,SOMERSET ACADEMY AT SILVER PALMS
MIAMI-DADE,MIAMI-DADE,SOMERSET ACADEMY BAY,SOMERSET ACADEMY BAY
MIAMI-DADE,MIAMI-DADE,SOMERSET ACADEMY BAY MIDDLE SCHOOL,SOMERSET ACADEMY BAY MIDDLE SCHOOL
ST. LUCIE,ST. LUCIE,SOMERSET ACADEMY BETHANY,SOMERSET ACADEMY BETHANY
PALM BEACH,PALM BEACH,SOMERSET ACADEMY BOCA EAST,SOMERSET ACADEMY BOCA EAST
PALM BEACH,PALM BEACH,SOMERSET ACADEMY BOCA MIDDLE SCHOOL,SOMERSET ACADEMY BOCA MIDDLE SCHOOL
PALM BEACH,PALM BEACH,SOMERSET ACADEMY CANYONS HIGH SCHOOL,SOMERSET ACADEMY CANYONS HIGH SCHOOL
PALM BEACH,PALM BEACH,SOMERSET ACADEMY CANYONS MIDDLE SCHOOL,SOMERSET ACADEMY CANYONS MIDDLE SCHOOL
MIAMI-DADE,MIAMI-DADE,SOMERSET ACADEMY CHARTER,SOMERSET ACADEMY CHARTER
MIAMI-DADE,MIAMI-DADE,SOMERSET ACADEMY CHARTER ELEMENTARY SCHOOL,SOMERSET ACADEMY CHARTER ELEMENTARY SCHOOL (SOUTH HOMESTEAD)
MIAMI-DADE,MIAMI-DADE,SOMERSET ACADEMY CHARTER ELEMENTARY SCHOOL (SOUTH HOMESTEAD) (HOMESTEAD,SOMERSET ACADEMY CHARTER ELEMENTARY SCHOOL (SOUTH HOMESTEAD)
BROWARD,BROWARD,SOMERSET ACADEMY CHARTER HIGH,SOMERSET ACADEMY CHARTER HIGH SCHOOL MIRAMAR CAMPUS
UNKNOWN,BROWARD,SOMERSET ACADEMY CHARTER HIGH SCHOOL,SOMERSET ACADEMY CHARTER HIGH SCHOOL MIRAMAR CAMPUS
BROWARD,BROWARD,SOMERSET ACADEMY CHARTER HIGH SCHOOL MIRAMAR CA,SOMERSET ACADEMY CHARTER HIGH SCHOOL MIRAMAR CAMPUS
BROWARD,BROWARD,SOMERSET ACADEMY CHARTER HIGH SCHOOL MIRAMAR CAM,SOMERSET ACADEMY CHARTER HIGH SCHOOL MIRAMAR CAMPUS
MIAMI-DADE,MIAMI-DADE,SOMERSET ACADEMY CHARTER HIGH SCHOOL,SOMERSET ACADEMY CHARTER HIGH SCHOOL SOUTH HOMESTEAD CAMPUS
MIAMI-DADE,MIAMI-DADE,SOMERSET ACADEMY CHARTER HIGH SCHOOL (SOUTH HOMESTEAD) (HOMESTEAD,SOMERSET ACADEMY CHARTER HIGH SCHOOL SOUTH HOMESTEAD CAMPUS
MIAMI-DADE,MIAMI-DADE,SOMERSET ACADEMY CHARTER MIDDLE SCHOOL,SOMERSET ACADEMY CHARTER MIDDLE SCHOOL SOUTH HOMESTEAD CAMPUS
MIAMI-DADE,MIAMI-DADE,SOMERSET ACADEMY CHARTER MIDDLE SCHOOL (SOUTH HOMESTEAD) (HOMESTEAD,SOMERSET ACADEMY CHARTER MIDDLE SCHOOL SOUTH HOMESTEAD CAMPUS
MIAMI-DADE,MIAMI-DADE,SOMERSET ACADEMY CHARTER MIDDLE SCHOOL SOUTH MIA,SOMERSET ACADEMY CHARTER MIDDLE SCHOOL SOUTH MIAMI CAMPUS
MIAMI-DADE,MIAMI-DADE,SOMERSET ACADEMY CHARTER MIDDLE SCHOOL SOUTH MIAMI,SOMERSET ACADEMY CHARTER MIDDLE SCHOOL SOUTH MIAMI CAMPUS
MIAMI-DADE,MIAMI-DADE,SOMERSET ACADEMY CHARTER MIDDLE SCHOOL SOUTH MIAMI CAMPUS,SOMERSET ACADEMY CHARTER MIDDLE SCHOOL SOUTH MIAMI CAMPUS
BROWARD,BROWARD,SOMERSET ACADEMY DAVIE CHARTER SCHOOL,SOMERSET ACADEMY DAVIE CHARTER SCHOOL
BROWARD,BROWARD,SOMERSET ACADEMY EAST PREPARATORY,SOMERSET ACADEMY EAST PREPARATORY
BROWARD,BROWARD,SOMERSET ACADEMY ELEMENTARY,SOMERSET ACADEMY ELEMENTARY SCHOOL
BROWARD,BROWARD,SOMERSET ACADEMY ELEMENTARY (MIRAMAR CAMPUS) (MIRAMAR,SOMERSET ACADEMY ELEMENTARY SCHOOL (MIRAMAR CAMPUS)
BROWARD,BROWARD,SOMERSET ACADEMY ELEMENTARY SOUTH CAMPUS,SOMERSET ACADEMY ELEMENTARY SCHOOL SOUTH CAMPUS
MIAMI-DADE,MIAMI-DADE,SOMERSET ACADEMY ELEMENTARY SCHOOL SOUTH MIAMI C,SOMERSET ACADEMY ELEMENTARY SCHOOL SOUTH MIAMI CAMPUS
MIAMI-DADE,MIAMI-DADE,SOMERSET ACADEMY ELEMENTARY SCHOOL SOUTH MIAMI CA,SOMERSET ACADEMY ELEMENTARY SCHOOL SOUTH MIAMI CAMPUS
MIAMI-DADE,MIAMI-DADE,SOMERSET ACADEMY ELEMENTARY SCHOOL SOUTH MIAMI COUNTY,SOMERSET ACADEMY ELEMENTARY SCHOOL SOUTH MIAMI CAMPUS
UNKNOWN,MIAMI-DADE,MIAMI-DADE - SOMERSET ACADEMY ELEMENTARY SCHOOL S,SOMERSET ACADEMY ELEMENTARY SCHOOLS
PALM BEACH,PALM BEACH,SOMERSET ACADEMY JFK CHARTER SCHOOL,SOMERSET ACADEMY JFK CHARTER SCHOOL
MIAMI-DADE,MIAMI-DADE,SOMERSET ACADEMY KENDALL,SOMERSET ACADEMY KENDALL
UNKNOWN,MIAMI-DADE,SOMERSET KENDALL GRADE SCHOOL,SOMERSET ACADEMY KENDALL
BROWARD,BROWARD,SOMERSET ACADEMY KEY CHARTER HIGH SCHOOL,SOMERSET ACADEMY KEY CHARTER HIGH SCHOOL
BROWARD,BROWARD,SOMERSET ACADEMY KEY MIDDLE SCHOOL,SOMERSET ACADEMY KEY MIDDLE SCHOOL
PALM BEACH,PALM BEACH,SOMERSET ACADEMY LAKES,SOMERSET ACADEMY LAKES
BROWARD,BROWARD,SOMERSET ACADEMY MIDDLE,SOMERSET ACADEMY MIDDLE SCHOOL
BROWARD,BROWARD,SOMERSET ACADEMY MIDDLE (MIRAMAR CAMPUS) (MIRAMAR,SOMERSET ACADEMY MIDDLE SCHOOL
BROWARD,BROWARD,SOMERSET ACADEMY MIDDLE SCHOOL,SOMERSET ACADEMY MIDDLE SCHOOL
BROWARD,BROWARD,SOMERSET ACADEMY MIRAMAR,SOMERSET ACADEMY MIRAMAR
BROWARD,BROWARD,SOMERSET ACADEMY MIRAMAR SOUTH,SOMERSET ACADEMY MIRAMAR SOUTH
PALM BEACH,PALM BEACH,SOMERSET ACADEMY OF THE ARTS,SOMERSET ACADEMY OF THE ARTS
BROWARD,BROWARD,SOMERSET ACADEMY POMPANO,SOMERSET ACADEMY POMPANO
BROWARD,BROWARD,SOMERSET ACADEMY POMPANO (K-5) (POMPANO BEACH,SOMERSET ACADEMY POMPANO
BROWARD,BROWARD,SOMERSET ACADEMY RIVERSIDE,SOMERSET ACADEMY RIVERSIDE CHARTER MIDDLE SCHOOL
BROWARD,BROWARD,SOMERSET ACADEMY RIVERSIDE CHARTER MIDDLE SCHOOL,SOMERSET ACADEMY RIVERSIDE CHARTER MIDDLE SCHOOL
MIAMI-DADE,MIAMI-DADE,SOMERSET ACADEMY SILVER PALMS,SOMERSET ACADEMY SILVER PALMS
UNKNOWN,MIAMI-DADE,ACADEMY SILVER PALMS,SOMERSET ACADEMY SILVER PALMS
UNKNOWN,MIAMI-DADE,SUMMERSET ACADEMY - SILVER PALMS SACH,SOMERSET ACADEMY SILVER PALMS
MIAMI-DADE,MIAMI-DADE,SOMERSET ACADEMY SILVER PALMS AT PRINCETON,SOMERSET ACADEMY SILVER PALMS AT PRINCETON
ST. LUCIE,ST. LUCIE,SOMERSET ACADEMY ST. LUCIE,SOMERSET ACADEMY ST. LUCIE
BROWARD,BROWARD,SOMERSET ACADEMY VILLAGE CHARTER MIDDLE SCHOOL,SOMERSET ACADEMY VILLAGE CHARTER MIDDLE SCHOOL
DUVAL,DUVAL,"SOMERSET ACADEMY-ELEMENTARY, EAGLE CAMPUS","SOMERSET ACADEMY-ELEMENTARY SCHOOL, EAGLE CAMPUS"
DUVAL,DUVAL,"SOMERSET ACADEMY-MIDDLE, EAGLE CAMPUS","SOMERSET ACADEMY-MIDDLE, EAGLE CAMPUS"
MIAMI-DADE,MIAMI-DADE,SOMERSET ARTS ACADEMY,SOMERSET ARTS ACADEMY
BROWARD,BROWARD,SOMERSET ARTS CONSERVATORY,SOMERSET ARTS CONSERVATORY
UNKNOWN,BROWARD,SOMERSET CITY ARTS CONSERVATORY,SOMERSET ARTS CONSERVATORY
ST. LUCIE,ST. LUCIE,SOMERSET COLLEGE PREPARATORY ACADEMY,SOMERSET COLLEGE PREPARATORY ACADEMY
ST. LUCIE,ST. LUCIE,SOMMERSET ACADEMY,SOMERSET COLLEGE PREPARATORY ACADEMY
MIAMI-DADE,MIAMI-DADE,SOMERSET GABLES ACADEMY,SOMERSET GABLES ACADEMY
MONROE,MONROE,SOMERSET ISLAND PREP,SOMERSET ISLAND PREP
BROWARD,BROWARD,SOMERSET NEIGHBORHOOD SCHOOL,SOMERSET NEIGHBORHOOD SCHOOL
MIAMI-DADE,MIAMI-DADE,SOMERSET OAKS ACADEMY,SOMERSET OAKS ACADEMY
MIAMI-DADE,MIAMI-DADE,SOMERSET PALMS ACADEMY,SOMERSET PALMS ACADEMY
BROWARD,BROWARD,SOMERSET PARKLAND ACADEMY,SOMERSET PARKLAND ACADEMY
BROWARD,BROWARD,SOMERSET PINES ACADEMY,SOMERSET PINES ACADEMY
MIAMI-DADE,MIAMI-DADE,SOMERSET PREP ACADEMY MIDDLE HOMESTEAD,SOMERSET PREP ACADEMY MIDDLE HOMESTEAD
BROWARD,BROWARD,SOMERSET PREPARATORY ACADEMY CHARTER HIGH AT NOR,SOMERSET PREPARATORY ACADEMY CHARTER HIGH AT NORTH LAUDERDALE
BROWARD,BROWARD,SOMERSET PREPARATORY ACADEMY CHARTER HIGH AT NORT,SOMERSET PREPARATORY ACADEMY CHARTER HIGH AT NORTH LAUDERDALE
BROWARD,BROWARD,SOMERSET PREPARATORY ACADEMY CHARTER SCHOOL AT N,SOMERSET PREPARATORY ACADEMY CHARTER HIGH AT NORTH LAUDERDALE
BROWARD,BROWARD,SOMERSET PREPARATORY ACADEMY CHARTER SCHOOL AT NO,SOMERSET PREPARATORY ACADEMY CHARTER HIGH AT NORTH LAUDERDALE
MIAMI-DADE,MIAMI-DADE,SOMERSET PREPARATORY ACADEMY HIGH SCHOOL HOMEST,SOMERSET PREPARATORY ACADEMY HIGH SCHOOL HOMESTEAD
MIAMI-DADE,MIAMI-DADE,SOMERSET PREPATORY ACADEMY - HOMESTEAD,SOMERSET PREPARATORY ACADEMY HIGH SCHOOL HOMESTEAD
MIAMI-DADE,MIAMI-DADE,SOMERSET PREPARATORY ACADEMY SUNSET,SOMERSET PREPARATORY ACADEMY SUNSET
BROWARD,BROWARD,SOMERSET PREPARATORY CHARTER MIDDLE SCHOOL,SOMERSET PREPARATORY CHARTER MIDDLE SCHOOL
BROWARD,BROWARD,SOMERSET VILLAGE ACADEMY,SOMERSET VILLAGE ACADEMY
BROWARD,BROWARD,SOMERSET VIRTUAL ACADEMY,SOMERSET VIRTUAL ACADEMY
LEE,LEE,SONSHINE CHRISTIAN ACADEMY,SONSHINE CHRISTIAN ACADEMY
NASSAU,NASSAU,SONSHINE CHRISTIAN ACADEMY,SONSHINE CHRISTIAN ACADEMY
LAKE,LAKE,SORRENTO ELEMENTARY,SORRENTO ELEMENTARY SCHOOL
BROWARD,BROWARD,SOUL ACADEMY,SOUL ACADEMY
MARION,MARION,SOULS HARBOR CHRISTIAN ACADEMY,SOULS HARBOR CHRISTIAN ACADEMY
PALM BEACH,PALM BEACH,SOUTH AREA SECONDARY INTENSIVE TRANSITION PROGRAM,SOUTH AREA SECONDARY INTENSIVE TRANSITION PROGRAM
BROWARD,BROWARD,SOUTH BROWARD HIGH SCHOOL,SOUTH BROWARD HIGH SCHOOL
BROWARD,BROWARD,SOUTH BROWARD MONTESSORI CHARTER SCHOOL,SOUTH BROWARD MONTESSORI CHARTER SCHOOL
HILLSBOROUGH,HILLSBOROUGH,SOUTH COUNTY CAREER CENTER,SOUTH COUNTY CAREER CENTER
ORANGE,ORANGE,SOUTH CREEK MIDDLE,SOUTH CREEK MIDDLE
UNKNOWN,MIAMI-DADE,SOUTH DADE CHILD CARE CENTER,SOUTH DADE CHILD CARE CENTER
MIAMI-DADE,MIAMI-DADE,SOUTH DADE MIDDLE SCHOOL,SOUTH DADE MIDDLE SCHOOL
MIAMI-DADE,MIAMI-DADE,SOUTH DADE SENIOR HIGH SCHOOL,SOUTH DADE SENIOR HIGH SCHOOL
MIAMI-DADE,MIAMI-DADE,SOUTH DADE TECHNICAL COLLEGE,SOUTH DADE TECHNICAL COLLEGE
VOLUSIA,VOLUSIA,SOUTH DAYTONA ELEMENTARY SCHOOL,SOUTH DAYTONA ELEMENTARY SCHOOL
OKEECHOBEE,OKEECHOBEE,SOUTH ELEMENTARY SCHOOL,SOUTH ELEMENTARY SCHOOL
MIAMI-DADE,MIAMI-DADE,SOUTH FLORIDA AUTISM CHARTER SCHOOL INC,SOUTH FLORIDA AUTISM CHARTER SCHOOL INC
UNKNOWN,BROWARD,SOUTH FLORIDA BIBLE COLLEGE,SOUTH FLORIDA BIBLE COLLEGE & THEOLOGICAL SEMINARY
BROWARD,BROWARD,SOUTH FLORIDA BIBLE COLLEGE,SOUTH FLORIDA BIBLE COLLEGE & THEOLOGICAL SEMINARY
BROWARD,BROWARD,SOUTH FLORIDA BIBLE COLLEGE & THEOLOGICAL SEMINARY,SOUTH FLORIDA BIBLE COLLEGE & THEOLOGICAL SEMINARY
MIAMI-DADE,MIAMI-DADE,SOUTH FLORIDA CHILD DEVELOPMENT CENTER,SOUTH FLORIDA CHILD DEVELOPMENT CENTER
BROWARD,BROWARD,SOUTH FLORIDA JEWISH ACADEMY,SOUTH FLORIDA JEWISH ACADEMY
BROWARD,BROWARD,SOUTH FLORIDA MONTESSORI ACADEMY,SOUTH FLORIDA MONTESSORI ACADEMY
UNKNOWN,MIAMI-DADE,DADE - SOUTH FLORIDA SCHOOL OF EXCELLENCE,SOUTH FLORIDA SCHOOL OF EXCELLENCE
HIGHLANDS,HIGHLANDS,SOUTH FL STATE,SOUTH FLORIDA STATE COLLEGE
HIGHLANDS,HIGHLANDS,SOUTH FLORIDA STATE COLLEGE,SOUTH FLORIDA STATE COLLEGE
DESOTO,DESOTO,SOUTH FLORIDA STATE COLLEGE: DESOTO,SOUTH FLORIDA STATE COLLEGE- DESOTO
MARTIN,MARTIN,SOUTH FORK HIGH SCHOOL,SOUTH FORK HIGH SCHOOL
LEE,LEE,SOUTH FORT MYERS HIGH SCHOOL,SOUTH FORT MYERS HIGH SCHOOL
PALM BEACH,PALM BEACH,SOUTH GRADE ELEMENTARY SCHOOL,SOUTH GRADE ELEMENTARY SCHOOL
MIAMI-DADE,MIAMI-DADE,SOUTH HIALEAH ELEMENTARY SCHOOL,SOUTH HIALEAH ELEMENTARY SCHOOL
BREVARD,BREVARD,SOUTH LAKE ELEMENTARY,SOUTH LAKE ELEMENTARY SCHOOL
LAKE,LAKE,SOUTH LAKE HIGH SCHOOL,SOUTH LAKE HIGH SCHOOL
POLK,POLK,SOUTH MCKEEL ACADEMY,SOUTH MCKEEL ACADEMY
MIAMI-DADE,MIAMI-DADE,SOUTH MIAMI HEIGHTS ELEMENTARY,SOUTH MIAMI HEIGHTS ELEMENTARY SCHOOL
MIAMI-DADE,MIAMI-DADE,SOUTH MIAMI K-8 CENTER,SOUTH MIAMI K-8 CENTER
UNKNOWN,MIAMI-DADE,SOUTH MIAMI K-8TH GRADE CENTER,SOUTH MIAMI K-8 CENTER
MIAMI-DADE,MIAMI-DADE,SOUTH MIAMI MIDDLE SCHOOL,SOUTH MIAMI MIDDLE SCHOOL
MIAMI-DADE,MIAMI-DADE,SOUTH MIAMI SENIOR HIGH SCHOOL,SOUTH MIAMI SENIOR HIGH SCHOOL
